statement,status
I think I used to smile a lot but lately I just feel numb and I do not know what to do.,Depression
Honestly I have been saying goodbye to people close to me and it is hard.,Suicidal
To be honest I feel uneasy and I don't know why lately.,Anxiety
Lately I used to love going out but now I just stay home every single day.,Depression
Often I have no energy to do anything today and it is hard.,Depression
I feel like I feel short of breath when I am stressed and I do not know what to do.,Anxiety
Often I feel like other people do not experience emotions as strongly as I do lately.,Personality Disorder
Most days I always feel like something bad is about to happen and that worries me.,Anxiety
Recently I have been eating too much or too little lately and it is exhausting.,Depression
I feel empty and see no reason to continue more than I would like to admit.,Suicidal
To be honest I can't switch off even when I get home every single day.,Stress
Every day I have been eating too much or too little lately and I do not know what to do.,Depression
Often I feel grandiose and special sometimes but then worthless the next and it has been going on for a while.,Bi-Polar
Lately I feel like the pain will never stop so why continue and that worries me.,Suicidal
I feel like I am failing at everything and it is exhausting.,Depression
I think I feel like my mood controls my life not me and I do not know what to do.,Bi-Polar
Often I feel like I am always behind no matter how hard I try which is not normal for me.,Stress
Most days I feel calm and in control of my emotions and it is exhausting.,Normal
Recently I struggle to trust people because I have been hurt so much more than I would like to admit.,Personality Disorder
Recently I don't want to wake up tomorrow more than I would like to admit.,Suicidal
To be honest I have a fear of being alone that affects all my decisions and I do not know what to do.,Personality Disorder
I notice that I feel like no one understands how deeply I feel things and that worries me.,Personality Disorder
Honestly I struggle to maintain stable relationships and I do not know what to do.,Personality Disorder
To be honest My relationships suffer because of my extreme mood changes lately.,Bi-Polar
For a while now Even good news can make me feel anxious lately.,Anxiety
Honestly I feel confused about whether I am happy or sad more than I would like to admit.,Bi-Polar
I think I'm afraid of embarrassing myself in front of others which is not normal for me.,Anxiety
Every day I made a lot of impulsive decisions when I was in a high mood lately.,Bi-Polar
I think I feel very intense emotions that others do not seem to feel and it has been going on for a while.,Personality Disorder
I think I feel so low that I cannot see any way forward,Suicidal
I think I cannot enjoy anything because I am always stressed and it has been going on for a while.,Stress
Lately I feel confident and ready to face challenges and I wish I could change it.,Normal
Honestly My mind races at night and I can't fall asleep,Anxiety
It feels like I idealize people and then feel let down by them and that worries me.,Personality Disorder
I feel like there is no future for me which is not normal for me.,Suicidal
Every day I feel anxious about going out today more than I would like to admit.,Anxiety
Lately I feel deeply misunderstood by most people and I do not know what to do.,Personality Disorder
Often I think about ending my life sometimes more than I would like to admit.,Suicidal
Honestly I feel sad and I do not know how to feel better which is not normal for me.,Depression
I notice that I feel irritable and restless and then suddenly very sad and it is exhausting.,Bi-Polar
I feel like I cannot take the pain anymore more than I would like to admit.,Suicidal
I think I feel overwhelmed by sadness all the time and it has been going on for a while.,Depression
To be honest I am overwhelmed by financial stress and do not know what to do lately.,Stress
Most days I feel burned out and exhausted from all the pressure and it is hard.,Stress
